ClassOrClub,BillingFirstName,BillingLastName,BillingCompany,BillingAddress,BillingAddress2,BillingCity,BillState,BillZipCode,BillCountry,BillPhone,BillEmail,BirthDate,ShipFirstName,ShipLastName,ShipCompany,ShipAddress,ShipAddress2,ShipCity,ShipState,ShipZipCode,ShipCountry,ShipPhone,ShipEmail,CCNumber,CCExpMonth,CCExpYear,NameOnCard,Pickup,PickupLocation,SignUpDate,OnHoldUntil,WineClubNotes,AccountNotes,Password,OptIn,TaxExempt,CustNum
Consumer,Matt,Fun,,,,,,,UNITED STATES,425-213-6645,matt@orderport.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/10/2021 16:07,,"(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)",,,N,N,9426
Consumer,Mary,Lee,,12826 SE 40th Ln,#200,Bellevue,WA,98006,UNITED STATES,206-464-1151,mary@orderport.net,1/1/1996 0:00,Mary,Lee,,12826 SE 40th Ln,#200,Bellevue,WA,98006,UNITED STATES,206-464-1151,mary@orderport.net,,,,,,,3/11/2021 9:26,,"(Date: 2021-08-16 09:22:50.9421508, Author: LauraOP, Note: Brothers wife. Always comp tastings and give 20%)",,,N,N,9427
Black Diamond,MATTHEW,PAYNE,,gggggg,,ggg1,WA,98006,UNITED STATES,454-544-3535,mattllll@orderport.net,1/1/1960 0:00,MATTHEW,PAYNE,,gggggg,,ggg1,WA,98006,UNITED STATES,454-544-3535,mattllll@orderport.net,,,,,Y,Tasting Room,3/12/2021 11:33,,,"(Date: 2021-08-26 09:13:05.5852674, Author: Customer, Note: Reservation: 3:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160398&#x0D;
	Order #: 3375&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-29 09:49:58.6886527, Author: Customer, Note: Reservation: 6:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/30/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149409&#x0D;
	Order #: 3061&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-29 09:20:51.0685510, Author: Customer, Note: Reservation: 4:30 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149385&#x0D;
	Order #: 3060&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-22 13:56:52.4358612, Author: Customer, Note: Reservation: 3:00 PM / Tim Huff / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: &#x0D;
Contact Person&#x0D;
	Tim Huff&#x0D;
	555-555-5555&#x0D;
	timh@orderport.net&#x0D;
Notes: &#x0D;
	testing reservation update)",,N,N,9430
Consumer,You,Youtoo,,,,,,,UNITED STATES,,Youtoo@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/12/2021 11:34,,,"(Date: 2021-08-16 17:06:59.4604313, Author: Customer, Note: Reservation: 1:00 PM / tommy MALCIK / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/21/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 156987&#x0D;
Contact Person&#x0D;
	tommy MALCIK&#x0D;
	408-893-2652&#x0D;
	tommy@bigdogvineyards.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9431
Black Diamond,MATTHEW,PAYNE,,vvgcch,,afoijc,WA,98006,UNITED STATES,555-555-5555,Hhhhhhhh@orderport.net,12/13/1960 0:00,MATTHEW,PAYNE,,ggvvyvv,,gububub,WA,98006,UNITED STATES,555-555-5555,Hhhhhhhh@orderport.net,,,,,Y,Tasting Room,3/12/2021 11:36,,"(Date: 2021-07-29 09:52:01.1483567, Author: Customer, Note: Reservation: 4:00 PM / Tommy Lewis / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149410&#x0D;
	Order #: 3062&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Lewis&#x0D;
	512-555-5555&#x0D;
	tommy234234@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-25 15:24:20.3539510, Author: LauraOP, Note: Birthday this weekend. Pre buy a bottle of bubbles)    (Date: 2021-08-25 10:03:09.4946534, Author: LauraOP, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/27/2021&#x0D;
	Time: 1:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 160045&#x0D;
	Order #: 3278&#x0D;
Contact Person&#x0D;
	Peter Parker&#x0D;
	123-432-6789&#x0D;
	peter@123.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-02-02 11:06:41.2560752, Author: LauraOP, Note: Approved 6 comp tastings)    (Date: 2021-01-20 15:50:47.1590552, Author: LauraOP, Note: Approved for 6 club tastings)",,N,N,9432
Friends and Family,Bill,Bennett,,2765 Northwest 49th Avenue,,Ocala,FL,34482,UNITED STATES,456-778-8888,billbennett@op.net,1/1/1965 0:00,Bill,Bennett,,2765 Northwest 49th Avenue,,Ocala,FL,34482,UNITED STATES,456-778-8888,billbennett@op.net,,,,,Y,Tasting Room,3/12/2021 11:54,,"(Date: 2021-07-23 17:09:55.4314876, Author: Customer, Note: Reservation: 3:00 PM / Randy Bellisle / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/24/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147371&#x0D;
	Order #: 3023&#x0D;
Contact Person&#x0D;
	Randy Bellisle&#x0D;
	206-399-6100&#x0D;
	Randybellisle@op.net&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9435
Consumer,Fred,Smith,,5678 West Irlo Bronson Memorial Highway,,Kissimmee,FL,34746,UNITED STATES,345-321-4444,fredsmith@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/12/2021 12:01,,,"(Date: 2021-09-01 14:47:29.7524349, Author: Customer, Note: Reservation: 3:00 PM / tad Radwelll / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162755&#x0D;
	Order #: 3446&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	tad Radwelll&#x0D;
	999-999-9999&#x0D;
	manager@oldoworldtastingroom.com&#x0D;
Notes: &#x0D;
	Test this out)",,N,N,9436
Black Diamond,Paul,Smith,,4567 West 120th Street,,Hawthorne,CA,90250,UNITED STATES,334-567-7890,paul@op.po,1/1/1960 0:00,Paul,Smith,,4567 West 120th Street,,Hawthorne,CA,90250,UNITED STATES,334-567-7890,paul@op.po,,,,,Y,Tasting Room,3/16/2021 12:17,,"(Date: 2021-09-01 14:47:29.7524349, Author: Customer, Note: Reservation: 3:00 PM / tad Radwelll / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162755&#x0D;
	Order #: 3446&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	tad Radwelll&#x0D;
	999-999-9999&#x0D;
	manager@oldoworldtastingroom.com&#x0D;
Notes: &#x0D;
	Test this out)","(Date: 2021-08-16 09:22:50.9421508, Author: LauraOP, Note: Brothers wife. Always comp tastings and give 20%)",,Y,N,9439
Consumer,RICK,BELISLE,,,,,,,UNITED STATES,234-555-6789,Rick@yahooooo.com,1/2/1959 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/16/2021 18:27,,"(Date: 2021-08-05 12:08:29.0651549, Author: Customer, Note: Reservation: 10:00 AM / john doe / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152213&#x0D;
Contact Person&#x0D;
	john doe&#x0D;
	111-111-1111&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 16:10:58.4740183, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150138&#x0D;
	Order #: 3072&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 16:04:47.3582958, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150134&#x0D;
	Order #: 3071&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:58:57.0431368, Author: Customer, Note: Reservation: 4:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150127&#x0D;
	Order #: 3070&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 15:56:20.0582375, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150124&#x0D;
	Order #: 3069&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:51:46.2343535, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150117&#x0D;
	Order #: 3068&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:49:29.3688317, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150114&#x0D;
	Order #: 3067&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:44:56.4185934, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150111&#x0D;
	Order #: 3066&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:30:09.3459351, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150097&#x0D;
	Order #: 3065&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9443
Friends and Family,Mindy,Mason,,7890 81st Pl SE,,Mercer Island,WA,98040,UNITED STATES,453-232-3111,Mindymason@op.net,1/1/1960 0:00,Mindy,Mason,,7890 81st Pl SE,,Mercer Island,WA,98040,UNITED STATES,342-543-2121,Mindymason@op.net,,,,,Y,Tasting Room,3/19/2021 16:03,,"(Date: 2021-08-26 10:18:51.8071968, Author: Customer, Note: Reservation: 1:00 PM / Hank Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160435&#x0D;
	Order #: 3380&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Hank Huff&#x0D;
	512-555-5555&#x0D;
	hank@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-26 09:18:39.5390286, Author: Customer, Note: Reservation: 2:30 PM / Hank Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 2:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160401&#x0D;
	Order #: 3376&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Hank Huff&#x0D;
	526-369-7895&#x0D;
	hank@orderport.net&#x0D;
Notes: &#x0D;
	test)",,,N,N,9450
Consumer,Anna,Parrott,,45672 Duquesne Street,,Indio,CA,92201,UNITED STATES,678-998-7666,annaparrott@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/27/2021 11:53,,"(Date: 2021-08-05 12:08:29.0651549, Author: Customer, Note: Reservation: 10:00 AM / john doe / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152213&#x0D;
Contact Person&#x0D;
	john doe&#x0D;
	111-111-1111&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 16:10:58.4740183, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150138&#x0D;
	Order #: 3072&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 16:04:47.3582958, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150134&#x0D;
	Order #: 3071&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:58:57.0431368, Author: Customer, Note: Reservation: 4:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150127&#x0D;
	Order #: 3070&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 15:56:20.0582375, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150124&#x0D;
	Order #: 3069&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:51:46.2343535, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150117&#x0D;
	Order #: 3068&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:49:29.3688317, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150114&#x0D;
	Order #: 3067&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:44:56.4185934, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150111&#x0D;
	Order #: 3066&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:30:09.3459351, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150097&#x0D;
	Order #: 3065&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-09 11:46:32.4130916, Author: Customer, Note: Reservation: 6:00 PM / Lisa Smith / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 154151&#x0D;
	Order #: 3162&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Lisa Smith&#x0D;
	205-555-3488&#x0D;
	lisasmith212@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9477
Black Diamond,Anna,Parrott,http://www.orderport.net,"12826 SE 40th Lane, Suite 200",,Bellevue,WA,98006,UNITED STATES,206-399-6100,annaparrott2@op.net,12/13/1983 0:00,Anna,Parrott,http://www.orderport.net,"12826 SE 40th Lane, Suite 200",,Bellevue,WA,98006,UNITED STATES,206-399-6100,annaparrott2@op.net,,,,,Y,Winery,3/27/2021 12:05,,"(Date: 2021-09-01 14:43:53.8831205, Author: Customer, Note: Reservation: 6:00 PM / mark hegewald / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 09/11/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162752&#x0D;
	Order #: 3444&#x0D;
	Prepaid: $60.00&#x0D;
Contact Person&#x0D;
	mark hegewald&#x0D;
	206-224-2345&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-05 16:53:53.4027017, Author: Customer, Note: Reservation: 4:30 PM / Mark Ratzlaff / 1 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/06/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 152634&#x0D;
Contact Person&#x0D;
	Mark Ratzlaff&#x0D;
	333-333-3333&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-25 14:15:02.3766620, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160163&#x0D;
	Order #: 3314&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Laura Arvizu&#x0D;
	180-579-8798&#x0D;
	laura.arvizu1@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9478
Consumer,Titi,Orderport,devop,123 Main Street,,New York,NY,12345,UNITED STATES,111-111-1111,test@test.com,1/1/1990 0:00,Titi,Orderport,devop,123 Main Street,,New York,NY,12345,UNITED STATES,111-111-1111,test@test.com,,,,,,,3/28/2021 23:46,,"(Date: 2021-07-29 12:39:11.1260160, Author: Customer, Note: Reservation: 3:00 PM / Bonnie Kakos / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/14/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149504&#x0D;
	Order #: 3064&#x0D;
Contact Person&#x0D;
	Bonnie Kakos&#x0D;
	805-226-4005&#x0D;
	bonnie@pianettawinery.com&#x0D;
Notes: &#x0D;
	Can not wait)",,,Y,N,9479
Friends and Family,Laura,Arvizu,OrderPort Winery Solutions,12826 SE 40th LN,Suite 200,Bellevue,WA,98006,UNITED STATES,180-583-5745,laura.a@orderport.net,5/28/1995 0:00,Laura,Arvizu,OrderPort Winery Solutions,12826 SE 40th LN,Suite 200,Bellevue,WA,98006,UNITED STATES,180-583-5745,laura.a@orderport.net,,,,,Y,Tasting Room,3/29/2021 10:01,,"(Date: 2021-07-29 09:52:01.1483567, Author: Customer, Note: Reservation: 4:00 PM / Tommy Lewis / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149410&#x0D;
	Order #: 3062&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Lewis&#x0D;
	512-555-5555&#x0D;
	tommy234234@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,,Y,N,9480
Consumer,Natalie,Payne,,3800 Aurora AVE N,,seattle,WA,98103,UNITED STATES,206-464-1151,natalieepaynee@gmall.com,7/4/1997 0:00,Natalie,Payne,,3800 Aurora AVE N,,seattle,WA,98103,UNITED STATES,206-464-1151,natalieepaynee@gmall.com,,,,,,,3/29/2021 17:33,,,"(Date: 2021-08-09 11:46:32.4130916, Author: Customer, Note: Reservation: 6:00 PM / Lisa Smith / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 154151&#x0D;
	Order #: 3162&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Lisa Smith&#x0D;
	205-555-3488&#x0D;
	lisasmith212@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9482
Consumer,Natalie,Payne,,,,,,,UNITED STATES,2064641151,natalieepaynee@gmail.com,,Natalie,Payne,,,,,,,UNITED STATES,2064641151,natalieepaynee@gmail.com,,,,,,,3/29/2021 17:39,,,"(Date: 2021-08-16 17:06:59.4604313, Author: Customer, Note: Reservation: 1:00 PM / tommy MALCIK / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/21/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 156987&#x0D;
Contact Person&#x0D;
	tommy MALCIK&#x0D;
	408-893-2652&#x0D;
	tommy@bigdogvineyards.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9483
Black Diamond,Harry,Hammer,,34560 Bob Hope Drive,,Rancho Mirage,CA,92270,UNITED STATES,206-399-6100,Harryhammer@op.net,1/1/1960 0:00,Harry,Hammer,,34560 Bob Hope Drive,,Rancho Mirage,CA,92270,UNITED STATES,206-399-6100,Harryhammer@op.net,,,,,Y,Winery,3/31/2021 16:18,,"(Date: 2021-08-09 11:46:32.4130916, Author: Customer, Note: Reservation: 6:00 PM / Lisa Smith / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 154151&#x0D;
	Order #: 3162&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Lisa Smith&#x0D;
	205-555-3488&#x0D;
	lisasmith212@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,,Y,N,9493
